date,first_name,last_name,email,category,price,product_name,creditcard_num,creditcard_type,currency,address,address_line_2,postcode
2025-04-18,Connor,Davis,connor_davis463@icloud.com,Hoodies & Sweatshirts,146.25,Zip-Up Hoodie,8029-8456-5136-6366,Maestro,AUD,"295 Main Road, Chatswood NSW 2067",,2067
2025-04-18,Benjamin,Garcia,benjamingarcia981@yahoo.com.au,Underwear & Socks,23.93,No-Show Socks,5653-5870-0231-3135,Visa,AUD,"72 Bridge Road, Nambour QLD 4560",,4560
2025-04-18,Aaron,Baker,aaron_baker106@outlook.com,Swimwear,110.2,Bikini Set,6438-5716-0280-4163,Visa,AUD,"133 Church Street, Weston Creek ACT 2611",,2611
2025-04-18,Amelia,Green,amelia.green833@yahoo.com.au,Shirts,79.71,Oxford Shirt,6629-0769-3144-2130,American Express,AUD,"449 Bridge Close, Strathfield NSW 2135",Suite 15,2135
2025-04-18,Aiden,Perez,aiden_perez658@icloud.com,Underwear & Socks,7.25,Sports Underwear,5633-0154-5303-3468,eftpos,AUD,"368 West Street, Clayton VIC 3168",,3168
2025-04-18,Connor,Baker,connor_baker466@gmail.com,Dresses,135.24,Wrap Dress,3803-1846-1191-4816,American Express,AUD,"242 Station Crescent, Milton QLD 4064",Unit 13,4064
2025-04-18,Benjamin,Rogers,benjamin_rogers867@gmail.com,Pants,105.35,Cargo Pants,1050-6920-1303-4806,American Express,AUD,"26 George Road, Milton QLD 4064",,4064
2025-04-19,Matthew,Anderson,matthewanderson247@gmail.com,Pants,161.02,Chinos,2060-2103-7787-9007,Maestro,AUD,"136 Swanston Parade, St Kilda VIC 3182",,3182
2025-04-19,Logan,Ramirez,logan_ramirez405@icloud.com,Jackets & Coats,348.97,Denim Jacket,6830-2668-2364-8286,eftpos,AUD,"249 Pacific Crescent, Glenmore Park NSW 2745",Unit 45,2745
2025-04-19,Jackson,Cox,jackson.cox513@yahoo.com.au,Skirts,28.66,Mini Skirt,0738-6848-1560-9585,Mastercard,AUD,"55 Sussex Drive, Lakemba NSW 2195",,2195
2025-04-19,Zoey,Cox,zoey.cox355@outlook.com,Accessories,95.76,Sunglasses,2715-0920-4608-1366,American Express,AUD,"146 Charles Court, Morley WA 6062",,6062
2025-04-19,Jayden,Harris,jaydenharris498@yahoo.com.au,Activewear,18.3,Gym Tank Top,1723-9532-1297-7584,Visa,AUD,"445 High Parade, Perth WA 6000",,6000
2025-04-19,James,Lee,james.lee327@yahoo.com.au,Hoodies & Sweatshirts,133.11,Pullover Sweatshirt,8119-1733-5481-9577,Maestro,AUD,"429 Market Road, Cremorne NSW 2090",,2090
2025-04-19,Lily,Thompson,lilythompson886@outlook.com,Hoodies & Sweatshirts,76.25,Pullover Sweatshirt,5219-9423-1913-0428,eftpos,AUD,"434 Hunter Place, Newtown QLD 4350",,4350
2025-04-19,Hannah,Ramirez,hannahramirez77@outlook.com,Underwear & Socks,11.33,Sports Underwear,1652-9988-7476-9904,American Express,AUD,"5 Park Road, Falcon WA 6210",Unit 34,6210
2025-04-19,Violet,Scott,violet.scott33@outlook.com,Dresses,202.55,Maxi Dress,9000-4393-9084-2698,American Express,AUD,"59 Station Drive, Newstead TAS 7250",,7250
2025-04-19,Charlotte,Mitchell,charlottemitchell827@outlook.com,Activewear,53.46,Compression Tights,9008-6189-0396-4862,Visa,AUD,"285 Macquarie Drive, Corrimal NSW 2518",Level 9,2518
2025-04-19,Violet,Clark,violet_clark710@outlook.com,Dresses,135.92,Maxi Dress,8790-4485-9923-1819,Maestro,AUD,"422 West Lane, Sandy Bay TAS 7005",,7005
2025-04-19,Caleb,Carter,caleb_carter974@yahoo.com.au,Skirts,169.01,Mini Skirt,9591-2568-2353-4233,Mastercard,AUD,"164 Main Place, Sebastopol VIC 3356",,3356
2025-04-19,Lucas,Ramirez,lucas_ramirez977@optusnet.com.au,Dresses,214.57,Wrap Dress,9994-9190-1605-9434,Visa,AUD,"332 William Court, Richmond VIC 3121",Unit 25,3121
2025-04-19,Lily,Gonzalez,lilygonzalez882@hotmail.com,Hoodies & Sweatshirts,111.92,Graphic Hoodie,3503-4183-6559-9163,Mastercard,AUD,"83 Queen Way, Belmont WA 6104",,6104
2025-04-19,Ava,Gonzalez,ava.gonzalez161@bigpond.com,Pants,177.96,Chinos,0277-0184-2742-8200,Maestro,AUD,"444 Queen Court, Girraween NSW 2145",,2145
2025-04-19,Chloe,Perez,chloeperez274@icloud.com,Shirts,166.36,Casual Slim Shirt,3569-5083-9582-4815,eftpos,AUD,"418 Oxford Street, Hawthorne QLD 4171",,4171
2025-04-19,Jayden,Ramirez,jaydenramirez609@yahoo.com.au,Accessories,38.79,Scarf,7016-0031-8011-5526,Maestro,AUD,"402 Upper Court, New Farm QLD 4005",Apt 12,4005
2025-04-19,Grace,Garcia,gracegarcia145@yahoo.com.au,Shorts,97.66,Denim Shorts,8422-5990-8361-2131,Maestro,AUD,"465 Henry Grove, Macquarie Park NSW 2113",Apt 54,2113
2025-04-19,Riley,Perez,riley.perez710@hotmail.com,Shirts,102.24,Linen Shirt,1894-1211-5665-6824,eftpos,AUD,"450 Queen Court, South Brisbane QLD 4101",,4101
2025-04-19,Amelia,White,amelia_white904@outlook.com,Shirts,37.63,Casual Slim Shirt,5331-3278-7645-0858,American Express,AUD,"139 Macquarie Crescent, Whyalla SA 5600",,5600
2025-04-19,Zoe,Allen,zoeallen630@yahoo.com.au,Pants,67.15,Linen Pants,7744-8581-7586-1853,Maestro,AUD,"316 Main Street, Geelong West VIC 3218",Suite 18,3218
2025-04-19,Zoe,Harris,zoe_harris408@bigpond.com,Underwear & Socks,28.65,Sports Underwear,7530-3294-2410-7707,Visa,AUD,"155 Main Boulevard, North Parramatta NSW 2151",,2151
2025-04-19,Riley,White,riley.white564@gmail.com,Skirts,95.01,Pleated Skirt,1894-6540-7730-7520,Maestro,AUD,"49 Church Drive, Aitkenvale QLD 4814",Suite 60,4814
2025-04-19,Mia,Carter,miacarter736@gmail.com,Shorts,54.23,Swim Shorts,2278-0686-9176-1680,Mastercard,AUD,"46 River Road, Hamilton NSW 2303",,2303
2025-04-19,Chloe,Cox,chloecox62@gmail.com,Shorts,46.01,Athletic Shorts,5141-4621-7500-8459,Visa,AUD,"112 Bourke Crescent, Mosman NSW 2088",,2088
2025-04-19,Caleb,Clark,caleb.clark347@icloud.com,Skirts,141.56,Pleated Skirt,6156-8643-7270-8593,American Express,AUD,"380 Station Crescent, Manly NSW 2095",,2095
2025-04-19,Sebastian,Jackson,sebastianjackson304@outlook.com,Shirts,158.8,Oxford Shirt,5873-5447-8622-1743,eftpos,AUD,"40 Sussex Way, Burleigh Heads QLD 4220",,4220
2025-04-19,Aurora,Hill,aurora.hill320@yahoo.com.au,Activewear,51.56,Running Shorts,1400-3000-8876-6628,eftpos,AUD,"473 Flinders Avenue, Battery Point TAS 7004",,7004
2025-04-19,Mason,Scott,masonscott778@icloud.com,Dresses,260.24,Wrap Dress,5148-8983-1641-2125,Mastercard,AUD,"483 Swanston Avenue, Rockdale NSW 2216",,2216
2025-04-20,Aiden,Jones,aidenjones75@yahoo.com.au,Skirts,212.04,Maxi Skirt,1117-8276-2611-6814,Maestro,AUD,"275 East Road, Moonah TAS 7009",,7009
2025-04-20,Scarlett,Anderson,scarlettanderson939@bigpond.com,Jackets & Coats,295.71,Puffer Jacket,0266-0530-2206-5726,Mastercard,AUD,"428 Main Place, Palmerston NT 830",,830
2025-04-20,Zoey,Hill,zoeyhill979@bigpond.com,Shirts,70.05,Linen Shirt,2842-3160-2114-7420,eftpos,AUD,"330 Pacific Lane, Whyalla SA 5600",Suite 22,5600
2025-04-20,Lucas,Ramirez,lucas.ramirez302@yahoo.com.au,Dresses,219.72,Floral Midi Dress,0264-6247-6733-6817,eftpos,AUD,"32 Hunter Grove, Wayville SA 5034",,5034
2025-04-20,Mia,Nelson,mia.nelson4@hotmail.com,Shorts,44.54,Cargo Shorts,8077-5839-3444-4288,Maestro,AUD,"38 Bridge Close, Preston VIC 3072",,3072
2025-04-20,Nora,Green,noragreen228@yahoo.com.au,Jackets & Coats,187.57,Denim Jacket,1969-2896-4152-0831,Mastercard,AUD,"302 River Boulevard, Milton QLD 4064",,4064
2025-04-20,Aaron,Williams,aaron.williams119@hotmail.com,Accessories,34.21,Scarf,2867-1210-0976-3535,Visa,AUD,"384 Flinders Street, Morphett Vale SA 5162",Apt 53,5162
2025-04-20,Evelyn,Rogers,evelyn_rogers156@outlook.com,Hoodies & Sweatshirts,108.28,Zip-Up Hoodie,2017-9219-1694-6729,Mastercard,AUD,"257 Old Street, Broadbeach QLD 4218",,4218
2025-04-20,Aria,Hill,aria.hill371@gmail.com,Shorts,83.97,Cargo Shorts,1062-5542-4955-1929,Mastercard,AUD,"290 Church Boulevard, Chelsea VIC 3196",,3196
2025-04-20,Lily,Walker,lily.walker601@outlook.com,Swimwear,44.05,Rash Guard,1371-4686-0163-1566,Visa,AUD,"267 Bridge Boulevard, Burwood NSW 2134",,2134
2025-04-20,Connor,Jones,connor.jones82@icloud.com,Hoodies & Sweatshirts,45.18,Oversized Hoodie,9154-4217-9091-7219,Mastercard,AUD,"13 Flinders Close, Geelong VIC 3220",,3220
2025-04-20,Liam,Garcia,liam_garcia566@gmail.com,Swimwear,85.85,One-Piece Swimsuit,5346-8805-8004-0591,Visa,AUD,"267 Station Avenue, Halls Head WA 6210",,6210
2025-04-20,Jack,Cook,jackcook189@icloud.com,Jackets & Coats,93.5,Denim Jacket,3665-0707-3378-7898,Maestro,AUD,"431 Sussex Crescent, Mudgeeraba QLD 4213",,4213
2025-04-20,Dylan,Hall,dylanhall774@gmail.com,Swimwear,123.9,Rash Guard,6135-5514-9119-9902,eftpos,AUD,"18 New Crescent, Harristown QLD 4350",Level 27,4350
2025-04-20,Penelope,Rodriguez,penelope_rodriguez742@bigpond.com,Underwear & Socks,25.13,Sports Underwear,8209-7073-6809-5606,Mastercard,AUD,"267 New Street, Kawana Waters QLD 4575",,4575
2025-04-20,Evelyn,Cook,evelyncook515@bigpond.com,Underwear & Socks,16.82,No-Show Socks,7578-1272-5793-4892,American Express,AUD,"432 Elizabeth Terrace, Prospect TAS 7250",,7250
2025-04-20,Sophie,Murphy,sophie.murphy944@hotmail.com,Shorts,80.18,Cargo Shorts,6732-7615-8696-5705,American Express,AUD,"25 Ann Boulevard, Campsie NSW 2194",,2194
2025-04-20,Hannah,Taylor,hannahtaylor777@icloud.com,Shirts,140.06,Chambray Shirt,0516-8120-6606-6092,Maestro,AUD,"432 East Close, Mentone VIC 3194",Unit 26,3194
2025-04-20,Layla,Rodriguez,layla_rodriguez980@yahoo.com.au,Underwear & Socks,25.82,No-Show Socks,9338-8875-7349-5340,Mastercard,AUD,"6 Elizabeth Avenue, Sunshine VIC 3020",,3020
2025-04-20,Sophie,Hall,sophiehall375@bigpond.com,Hoodies & Sweatshirts,65.23,Zip-Up Hoodie,5347-4137-8906-7139,Mastercard,AUD,"435 High Court, St Albans VIC 3021",,3021
2025-04-20,Benjamin,Williams,benjaminwilliams680@yahoo.com.au,Shirts,123.55,Linen Shirt,7063-7692-0299-5699,eftpos,AUD,"124 Market Grove, Paddington NSW 2021",,2021
2025-04-20,Owen,Martinez,owen.martinez548@optusnet.com.au,Jackets & Coats,206.57,Denim Jacket,5588-3777-9959-3932,eftpos,AUD,"136 Lower Parade, Coolangatta QLD 4225",,4225
2025-04-20,Lucas,Nelson,lucas_nelson605@hotmail.com,Accessories,77.03,Scarf,7116-3624-2830-0111,Mastercard,AUD,"280 Hunter Close, Oakleigh VIC 3166",,3166
2025-04-20,Aurora,Garcia,aurora.garcia445@bigpond.com,Pants,101.09,Linen Pants,8694-0357-5288-3050,eftpos,AUD,"79 Oxford Court, Newcastle NSW 2300",Suite 32,2300
2025-04-21,Isabella,Anderson,isabella_anderson408@hotmail.com,Pants,46.94,Chinos,9783-0349-0828-5464,Mastercard,AUD,"65 Lower Terrace, Newtown VIC 3220",Apt 38,3220
2025-04-21,Mason,Moore,mason_moore176@hotmail.com,Swimwear,148.43,One-Piece Swimsuit,2784-9471-9056-3763,Maestro,AUD,"211 Swanston Crescent, St Peters NSW 2044",,2044
2025-04-21,Nathan,Hill,nathanhill584@bigpond.com,Swimwear,163.0,One-Piece Swimsuit,5913-7598-0890-3765,American Express,AUD,"112 Bourke Street, Ballarat East VIC 3350",,3350
2025-04-21,Ethan,Murphy,ethan.murphy212@icloud.com,Shirts,53.01,Oxford Shirt,6268-6159-4907-6121,eftpos,AUD,"162 Collins Drive, Mosman NSW 2088",,2088
2025-04-21,Elijah,Thompson,elijah_thompson931@optusnet.com.au,Hoodies & Sweatshirts,60.61,Pullover Sweatshirt,3964-8765-6919-2862,eftpos,AUD,"35 Lake Street, Fitzroy VIC 3065",,3065
2025-04-21,Riley,Baker,riley_baker99@bigpond.com,Jackets & Coats,267.51,Denim Jacket,4765-2039-9109-5722,Mastercard,AUD,"293 High Street, Mount Gravatt QLD 4122",,4122
2025-04-21,Jackson,Scott,jackson.scott996@outlook.com,Shorts,52.09,Cargo Shorts,6514-0877-3162-0437,eftpos,AUD,"30 Main Road, Hobart TAS 7000",,7000
2025-04-21,Ella,Murphy,ella.murphy239@bigpond.com,Jackets & Coats,182.53,Fleece Jacket,2063-6057-9041-3214,Maestro,AUD,"22 Elizabeth Close, Essendon VIC 3040",,3040
2025-04-21,William,Williams,william_williams693@optusnet.com.au,Jackets & Coats,321.2,Trench Coat,3785-6962-8525-3280,Maestro,AUD,"186 Henry Court, Glenmore Park NSW 2745",,2745
2025-04-21,Sophie,Turner,sophie.turner882@yahoo.com.au,Shorts,25.67,Cargo Shorts,9739-9350-8994-3047,eftpos,AUD,"155 Hunter Boulevard, Chatswood NSW 2067",,2067
2025-04-21,Aurora,Allen,aurora.allen622@gmail.com,Pants,31.87,Cargo Pants,6122-9356-7670-8807,American Express,AUD,"87 Elizabeth Parade, East Fremantle WA 6158",,6158
2025-04-21,Noah,Rodriguez,noah_rodriguez672@bigpond.com,Shorts,32.92,Denim Shorts,9124-0480-4053-1852,American Express,AUD,"114 York Way, Broadbeach QLD 4218",,4218
2025-04-21,Liam,Nelson,liamnelson272@bigpond.com,Accessories,70.77,Sunglasses,7616-8105-9010-9212,Mastercard,AUD,"228 Elizabeth Street, Newtown QLD 4350",Level 49,4350
2025-04-21,Scarlett,Davis,scarlett.davis803@yahoo.com.au,Skirts,96.26,Maxi Skirt,1495-3092-3080-3285,eftpos,AUD,"308 Phillip Crescent, Nerang QLD 4211",,4211
2025-04-21,Cameron,Ramirez,cameronramirez63@icloud.com,Accessories,72.49,Belt,9682-0816-9101-1308,eftpos,AUD,"261 Old Grove, Caloundra QLD 4551",,4551
2025-04-21,Sebastian,Garcia,sebastiangarcia32@gmail.com,Shirts,144.94,Casual Slim Shirt,3913-8587-4752-4234,Mastercard,AUD,"265 Oxford Grove, Geelong VIC 3220",,3220
2025-04-21,Charlotte,Wright,charlotte_wright206@optusnet.com.au,Swimwear,87.11,Bikini Set,1268-1307-4094-2186,Visa,AUD,"167 William Avenue, Ocean Grove VIC 3226",,3226
2025-04-21,Dylan,Carter,dylan_carter284@yahoo.com.au,Shirts,95.18,Casual Slim Shirt,9799-9750-4493-7412,Mastercard,AUD,"114 Elizabeth Drive, Balmain NSW 2041",Apt 41,2041
2025-04-21,Grace,Wright,grace.wright354@yahoo.com.au,Accessories,14.76,Scarf,0182-9415-9845-7480,Maestro,AUD,"433 Swanston Drive, Hamilton QLD 4007",,4007
2025-04-21,Ethan,Green,ethangreen719@yahoo.com.au,Skirts,30.51,Denim Skirt,1788-4473-7881-7640,Maestro,AUD,"90 Great Boulevard, Wanneroo WA 6065",,6065
2025-04-21,Violet,Cook,violet_cook729@icloud.com,Dresses,254.88,Floral Midi Dress,0276-6591-6893-1996,eftpos,AUD,"175 Bridge Street, Alexandria NSW 2015",Unit 36,2015
2025-04-21,Aria,Garcia,aria_garcia844@bigpond.com,Activewear,36.46,Gym Tank Top,8786-9553-9661-1208,Visa,AUD,"391 South Terrace, Hurstville NSW 2220",,2220
2025-04-21,Mason,Wright,mason.wright491@outlook.com,Accessories,76.75,Scarf,2185-4314-7568-3329,American Express,AUD,"2 East Terrace, Alice Springs NT 870",,870
2025-04-21,Thomas,Cox,thomas_cox326@yahoo.com.au,Swimwear,89.39,One-Piece Swimsuit,6455-8866-4040-8141,Visa,AUD,"384 Boundary Terrace, Liverpool NSW 2170",,2170
2025-04-21,Nathan,Miller,nathan.miller403@optusnet.com.au,Swimwear,38.32,Rash Guard,9635-4409-0219-0370,Mastercard,AUD,"392 North Close, Ascot Vale VIC 3032",,3032
2025-04-21,Aaron,Williams,aaron_williams851@outlook.com,Swimwear,26.72,Rash Guard,9553-0301-9252-5307,American Express,AUD,"383 Pacific Avenue, Charlestown NSW 2290",,2290
2025-04-22,Riley,Williams,rileywilliams377@hotmail.com,Dresses,157.37,Floral Midi Dress,9924-6121-6813-8998,eftpos,AUD,"388 Pitt Lane, Campbelltown SA 5074",,5074
2025-04-22,Caleb,Walker,caleb_walker959@hotmail.com,Accessories,70.85,Belt,8534-2001-4150-7884,Maestro,AUD,"102 North Street, Paddington QLD 4064",,4064
2025-04-22,Henry,Perez,henryperez107@outlook.com,Shirts,145.35,Casual Slim Shirt,3163-0557-0388-1506,American Express,AUD,"481 York Grove, Five Dock NSW 2046",,2046
2025-04-22,Chloe,Perez,chloeperez802@optusnet.com.au,Dresses,124.51,Floral Midi Dress,0217-7976-7245-3868,eftpos,AUD,"393 Mary Parade, North Parramatta NSW 2151",,2151
2025-04-22,Violet,Green,violet.green505@icloud.com,Shirts,204.64,Oxford Shirt,0040-7364-9492-2336,American Express,AUD,"1 Garden Lane, Bentleigh VIC 3204",,3204
2025-04-22,Elijah,Carter,elijah_carter888@hotmail.com,Skirts,80.83,Maxi Skirt,9006-0873-5250-8980,eftpos,AUD,"20 Pitt Grove, Kingsford NSW 2032",Unit 24,2032
2025-04-22,Charlotte,Phillips,charlottephillips206@icloud.com,Shirts,172.35,Oxford Shirt,6795-5935-7134-6029,American Express,AUD,"39 Flinders Street, Sunshine VIC 3020",,3020
2025-04-22,Henry,Hall,henryhall903@bigpond.com,Activewear,76.0,Gym Tank Top,8971-0793-4721-5886,eftpos,AUD,"177 Mary Road, Chatswood NSW 2067",Unit 54,2067
2025-04-22,Jackson,Jones,jacksonjones174@bigpond.com,Shorts,81.29,Athletic Shorts,8034-7889-4471-2991,eftpos,AUD,"320 Park Court, Springvale VIC 3171",,3171
2025-04-22,William,King,william.king355@yahoo.com.au,Pants,158.55,Chinos,7319-5951-1237-9585,Maestro,AUD,"244 Swanston Close, St Albans VIC 3021",,3021
2025-04-22,Sophie,Anderson,sophieanderson384@gmail.com,Activewear,30.63,Compression Tights,6361-1859-5501-8863,Maestro,AUD,"130 Forest Grove, Queanbeyan ACT 2620",,2620
2025-04-22,Penelope,Hernandez,penelopehernandez746@yahoo.com.au,Activewear,92.39,Gym Tank Top,5281-9799-6685-7151,Maestro,AUD,"74 Charles Place, Nambour QLD 4560",,4560
2025-04-22,Noah,Murphy,noah_murphy451@optusnet.com.au,Swimwear,116.11,Board Shorts,8318-2485-0172-4569,eftpos,AUD,"84 Swanston Road, Newstead VIC 3462",Level 32,3462
2025-04-22,Isabella,Brown,isabellabrown604@outlook.com,Pants,209.41,Skinny Jeans,7887-2145-4624-8498,Maestro,AUD,"272 Great Crescent, Liverpool NSW 2170",Level 13,2170
2025-04-22,Zoey,Lopez,zoey_lopez57@icloud.com,Dresses,42.74,Wrap Dress,7566-7522-2180-5744,Visa,AUD,"67 Charles Lane, Pyrmont NSW 2009",Suite 38,2009
2025-04-22,Layla,Jones,layla.jones553@gmail.com,Dresses,71.77,Mini Sundress,8362-5924-5502-2496,eftpos,AUD,"136 Swanston Grove, Applecross WA 6153",,6153
2025-04-22,Noah,Miller,noahmiller256@yahoo.com.au,Shorts,108.54,Denim Shorts,6332-3129-2361-1388,eftpos,AUD,"11 Park Boulevard, Dalkeith WA 6009",Unit 29,6009
2025-04-22,Jayden,Anderson,jayden.anderson270@bigpond.com,Pants,137.13,Cargo Pants,0342-1650-7532-5099,Maestro,AUD,"423 Park Boulevard, Tuggeranong ACT 2900",,2900
2025-04-22,Ella,Nelson,ellanelson311@bigpond.com,Dresses,225.68,Mini Sundress,5779-5884-8701-5084,eftpos,AUD,"399 High Terrace, Canberra ACT 2600",,2600
2025-04-22,Evelyn,Robinson,evelynrobinson610@hotmail.com,Pants,92.18,Cargo Pants,1422-9555-2024-9430,Visa,AUD,"104 Sussex Road, Belconnen ACT 2617",,2617
2025-04-22,Sophie,Hall,sophie.hall991@bigpond.com,Swimwear,148.08,One-Piece Swimsuit,9329-9594-8671-8923,eftpos,AUD,"237 Cambridge Terrace, Mooloolaba QLD 4557",,4557
2025-04-22,Ryan,Hill,ryanhill654@hotmail.com,Skirts,163.3,Mini Skirt,3846-7735-6864-6225,eftpos,AUD,"273 Old Parade, Moonah TAS 7009",,7009
2025-04-22,Evelyn,Harris,evelyn.harris440@optusnet.com.au,Activewear,155.46,Compression Tights,8169-6673-4291-3536,Visa,AUD,"410 Boundary Avenue, Wayville SA 5034",,5034
2025-04-22,Ethan,Cox,ethancox569@gmail.com,Pants,173.19,Chinos,4089-5302-0474-2826,Maestro,AUD,"392 Victoria Close, Bendigo VIC 3550",,3550
2025-04-22,Dylan,Moore,dylanmoore860@optusnet.com.au,Accessories,51.2,Cap,2505-7805-4539-4988,Visa,AUD,"411 South Court, Darlinghurst NSW 2010",,2010
2025-04-22,Elijah,Robinson,elijahrobinson329@icloud.com,Shirts,181.6,Chambray Shirt,6468-4075-2151-9952,Maestro,AUD,"420 Lake Place, Highgate WA 6003",,6003
2025-04-22,Logan,Moore,logan_moore669@outlook.com,Pants,156.64,Cargo Pants,1828-2337-8265-6625,Maestro,AUD,"222 Phillip Grove, Mount Gravatt QLD 4122",,4122
2025-04-23,Hannah,Hill,hannahhill748@hotmail.com,Swimwear,129.48,Rash Guard,7177-8479-7397-1982,American Express,AUD,"116 Elizabeth Court, Torquay VIC 3228",Apt 38,3228
2025-04-23,Matthew,Gonzalez,matthewgonzalez822@optusnet.com.au,Hoodies & Sweatshirts,141.1,Graphic Hoodie,7859-8921-7940-5636,American Express,AUD,"165 South Close, Canberra ACT 2600",Suite 39,2600
2025-04-23,Cameron,Williams,cameron.williams798@outlook.com,Shirts,132.45,Oxford Shirt,8990-9727-0383-6887,eftpos,AUD,"121 Edward Crescent, Brunswick VIC 3056",,3056
2025-04-23,Chloe,Brown,chloe.brown584@yahoo.com.au,Dresses,54.69,Floral Midi Dress,4502-0496-6354-5785,Visa,AUD,"359 Central Place, Prahran VIC 3181",Level 29,3181
2025-04-23,Henry,Nelson,henrynelson120@hotmail.com,Underwear & Socks,18.07,No-Show Socks,2074-7643-1722-5379,Maestro,AUD,"479 Queen Lane, Burswood WA 6100",,6100
2025-04-23,Nathan,Davis,nathan.davis353@optusnet.com.au,Skirts,98.76,Pleated Skirt,2923-7079-9658-2286,Maestro,AUD,"427 Upper Lane, Strathfield NSW 2135",,2135
2025-04-23,Jack,Cook,jackcook807@optusnet.com.au,Jackets & Coats,222.82,Denim Jacket,5881-9278-5913-9501,eftpos,AUD,"168 Lower Place, Joondalup WA 6027",Apt 46,6027
2025-04-23,Aria,Rodriguez,aria_rodriguez292@outlook.com,Hoodies & Sweatshirts,126.69,Graphic Hoodie,7556-4442-6884-1134,Maestro,AUD,"77 York Parade, Carlton VIC 3053",,3053
2025-04-23,Ethan,Hernandez,ethanhernandez270@outlook.com,Dresses,173.48,Mini Sundress,2465-8528-5464-5329,eftpos,AUD,"63 Station Terrace, Fortitude Valley QLD 4006",Suite 59,4006
2025-04-23,Sophie,Wilson,sophiewilson692@hotmail.com,Shorts,30.07,Cargo Shorts,0805-2142-7157-6824,Maestro,AUD,"121 Collins Crescent, Merewether NSW 2291",Unit 51,2291
2025-04-23,Matthew,Wright,matthew.wright740@optusnet.com.au,Hoodies & Sweatshirts,128.44,Pullover Sweatshirt,7253-5292-2372-1063,Maestro,AUD,"82 South Terrace, Brighton VIC 3186",Level 20,3186
2025-04-23,Aria,Martin,ariamartin167@yahoo.com.au,Skirts,182.13,Maxi Skirt,9847-5269-8114-4916,American Express,AUD,"188 Oxford Road, Invermay TAS 7248",,7248
2025-04-23,Ella,Rogers,ellarogers168@gmail.com,Hoodies & Sweatshirts,118.12,Oversized Hoodie,7276-0135-8470-9832,Maestro,AUD,"171 Queen Street, Burnie TAS 7320",,7320
2025-04-23,Aurora,Williams,aurorawilliams629@hotmail.com,Shirts,170.33,Linen Shirt,3020-7786-7709-0773,Mastercard,AUD,"208 Elizabeth Lane, Templestowe VIC 3106",,3106
2025-04-23,Caleb,Carter,calebcarter106@icloud.com,Shirts,93.97,Casual Slim Shirt,5701-3073-3292-0424,eftpos,AUD,"419 Station Parade, Victoria Park WA 6100",,6100
2025-04-23,Chloe,Murphy,chloe.murphy333@outlook.com,Jackets & Coats,360.59,Fleece Jacket,7548-7506-9041-1159,Maestro,AUD,"200 Railway Way, Millicent SA 5280",,5280
2025-04-23,Sebastian,Martinez,sebastian.martinez241@icloud.com,Activewear,33.01,Compression Tights,0474-1229-5229-0655,eftpos,AUD,"487 Bridge Lane, Rozelle NSW 2039",,2039
2025-04-23,Penelope,Taylor,penelope.taylor240@outlook.com,Shirts,111.27,Chambray Shirt,9239-2902-4821-1582,eftpos,AUD,"252 Queen Parade, St Peters NSW 2044",,2044
2025-04-23,Logan,Taylor,logantaylor840@bigpond.com,Shorts,42.91,Denim Shorts,4592-5062-2942-4703,Mastercard,AUD,"290 Swanston Close, St Peters NSW 2044",,2044
2025-04-23,Riley,Martin,riley_martin339@gmail.com,Shirts,40.93,Casual Slim Shirt,0615-6234-7569-9722,American Express,AUD,"309 Macquarie Court, Seaford VIC 3198",,3198
2025-04-23,Chloe,Lewis,chloelewis50@yahoo.com.au,Jackets & Coats,195.0,Trench Coat,4009-8505-8566-7715,Visa,AUD,"108 King Parade, Ryde NSW 2112",,2112
2025-04-23,Mia,Robinson,miarobinson867@optusnet.com.au,Swimwear,112.96,One-Piece Swimsuit,9675-7582-0270-2179,American Express,AUD,"401 South Parade, Sebastopol VIC 3356",Apt 24,3356
2025-04-23,Mia,Phillips,mia.phillips511@hotmail.com,Shirts,31.14,Chambray Shirt,3441-5596-0319-7817,Visa,AUD,"296 Ann Place, New Farm QLD 4005",,4005
2025-04-23,Dylan,Ramirez,dylan_ramirez151@gmail.com,Dresses,213.82,Mini Sundress,3607-8549-4463-2808,eftpos,AUD,"391 Park Avenue, Woolloongabba QLD 4102",Level 52,4102
2025-04-23,Aiden,Adams,aidenadams183@optusnet.com.au,Shorts,62.95,Athletic Shorts,1678-0039-9065-8386,eftpos,AUD,"471 King Crescent, Burwood NSW 2134",Apt 10,2134
2025-04-24,Scarlett,Anderson,scarlett_anderson694@yahoo.com.au,Shorts,115.21,Cargo Shorts,9108-9013-4093-1551,eftpos,AUD,"53 Lower Avenue, Prospect SA 5082",Unit 54,5082
2025-04-24,Grace,Hernandez,grace_hernandez367@hotmail.com,Hoodies & Sweatshirts,104.78,Oversized Hoodie,7283-0153-3629-0324,Mastercard,AUD,"349 Pacific Court, Spring Hill QLD 4000",Suite 52,4000
2025-04-24,Aaron,Cox,aaron_cox15@yahoo.com.au,Activewear,91.15,Compression Tights,5569-8806-0478-9358,eftpos,AUD,"401 Bridge Lane, Carey Park WA 6230",,6230
2025-04-24,Cameron,Gonzalez,cameron_gonzalez710@hotmail.com,Underwear & Socks,36.38,Sports Underwear,9960-2855-0023-4707,Maestro,AUD,"437 Flinders Way, Earlville QLD 4870",,4870
